Código modular,Código de local,Código de institución,Nombre de IE,Nivel / Modalidad,Forma,Género,Tipo de Gestión,Dependencia,Dirección de IE,Localidad,Centro Poblado,Área Geográfica,Provincia,Distrito,UGEL,Tipo de programa,Turno
0421255,171775,22775235,FRANCISCA DIEZ CANSECO DE CASTILLA,Secundaria,Escolarizado,Mujeres,Pública de gestión directa,Sector Educación,PARQUE PLAZOLETA BOLOGNESI S/N,,HUANCAVELICA,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana y Tarde
0421396,171799,26933803,RAMON CASTILLA Y MARQUESADO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PROLONGACION CELESTINO MANCHEGO 1550,,SANTA ANA,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana y Tarde
0637132,171737,24434486,CESAR VALLEJO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,PUEBLO LIBRE,Rural,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana
0715961,171761,22774816,MICAELA BASTIDAS PUYUCAHUA,Secundaria,Escolarizado,Mujeres,Pública de gestión directa,Sector Educación,JIRON CASTROVIRREYNA S/N,,YANANACO,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana y Tarde
1058353,171803,26369266,36556 ISOLINA CLOTET DE FERNANDINI,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA AUGUSTO B LEGUIA 335,SANTA BARBARA,SANTA BARBARA,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana y Tarde
1060185,171940,26859311,COOPERATIVO,Secundaria,Escolarizado,Mixto,Privada,Particular,JIRON AGUSTIN GAMARRA 210,,HUANCAVELICA,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana y Noche
1058437,001938,26755778,SAN CRISTOBAL,Secundaria,Escolarizado,Varones,Pública de gestión directa,Sector Educación,JIRON HUAYNA CAPAC 530,,SAN CRISTOBAL,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana
1400084,613047,26929296,CESAR VALLEJO,Secundaria,Escolarizado,Mixto,Privada,Particular,JIRON SEBASTIAN BARRANCA S/N,,HUANCAVELICA,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Tarde
1400159,613127,26929377,JOSE CARLOS MARIATEGUI,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,PAMPACHACRA,Rural,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana
1400175,534861,26040159,SANTA ISABEL,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CARRETERA HVCA-HYO S/N,,ANTACCOCHA,Rural,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana
1104413,171742,26810884,SEMINARIO SAN JUAN MARIA VIANNEY,Secundaria,Escolarizado,Varones,Pública de gestión privada,Convenio con Sector Educación,AVENIDA ANDRES AVELINO CACERES 790,,YANANACO,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana y Tarde
1058395,171817,,TERESA DE LA CRUZ,Secundaria,Escolarizado,Mixto,Privada,Comunidad o asociación religiosa,JIRON NICOLAS DE PIEROLA 603,,HUANCAVELICA,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana
1346683,516635,26841402,LA PRE,Secundaria,Escolarizado,Mixto,Privada,Particular,CERCADO,CERCADO,HUANCAVELICA,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana
1370535,532715,22289551,D'UNI,Secundaria,Escolarizado,Mixto,Privada,Particular,JIRON ARICA 219,,HUANCAVELICA,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana y Tarde
1380187,171624,26933722,36344 VALENTIN LOPEZ MOLINA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CARRETERA HUANCAVELICA - PISCO,CALLQUI CHICO,CALLQUI CHICO,Rural,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana
1466242,592479,22288563,MILENIUM,Secundaria,Escolarizado,Mixto,Privada,Particular,JIRON AGUSTIN GAMARRA 430,HUANCAVELICA,HUANCAVELICA,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana y Tarde
1566801,640258,24211967,SAN JUAN BOSCO,Secundaria,Escolarizado,Mixto,Privada,Particular,JIRON HUAYNA CAPAC 198,SAN CRISTOBAL,HUANCAVELICA,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana y Tarde
1645233,727789,22289489,HEINSBERG,Secundaria,Escolarizado,Mixto,Privada,Particular,AVENIDA ESCALONADA 120,SAN CRISTOBAL,HUANCAVELICA,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana y Tarde
1666551,171563,26309034,COAR HUANCAVELICA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,JIRON JOSE GABRIEL CONDORCANQUI S/N,,SANTA ANA,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana
1769082,839447,25037200,SANGRE DE CAMPEONES,Secundaria,Escolarizado,Mixto,Privada,Particular,JIRON JOSE OLAYA,SAN CRISTOBAL,SAN CRISTOBAL,Urbana,Huancavelica,Huancavelica,UGEL Huancavelica,No aplica,Mañana
0535211,172261,24434060,SAN JOSE ACOBAMBILLA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CONDORAY S/N,,SAN JOSE DE ACOBAMBILLA,Rural,Huancavelica,Acobambilla,UGEL Huancavelica,No aplica,Mañana
0535112,655495,25599799,MIGUEL GRAU SEMINARIO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,,ANCCAPA,Rural,Huancavelica,Acobambilla,UGEL Huancavelica,No aplica,Mañana
0551531,172242,24434303,CESAR VALLEJO MENDOZA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA VILLA UNION S/N,,VIÑAS,Rural,Huancavelica,Acobambilla,UGEL Huancavelica,No aplica,Mañana
1780337,172162,23312964,36110,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA HUANCAVELICA,,SAN ANTONIO,Rural,Huancavelica,Acobambilla,UGEL Huancavelica,No aplica,Mañana
1400324,613274,24975436,JOSE CARLOS MARIATEGUI,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PARQUE PLAZA PRINCIPAL S/N,,JOSE CARLOS MARIATEGUI,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1400365,570948,23312883,CESAR VALLEJO MENDOZA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,LAUCAPAMPA S/N,,CONCHAN,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
0421289,173265,26755859,JOSE GALVEZ EGUSQUIZA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,BAYLON,,ACORIA,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
0537803,173270,24975762,LEONCIO PRADO GUTIERREZ,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,JIRON ANDRES AVELINO CACERES S/N,,HUANASPAMPA,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
0600338,173289,26899419,RICARDO PALMA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CHIRAUPAMPA S/N,,AÑANCUSI,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
0637165,173307,24976343,SIMON BOLIVAR,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,ALIANZA ANDINO,AYACCOCHA,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
0637199,173294,25177207,CIRO ALEGRIA BAZAN,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PCCECHCAYOCC S/N,,MUQUECC BAJO,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
0687749,173312,24976009,MANUEL SCORZA TORRES,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA JUAN VELASCO ALVARADO S/N,,CCACCASIRI,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
0687855,173350,25452917,7 DE JUNIO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,VISTA ALEGRE S/N,,CHUPACA,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
0746974,173331,26895456,TECNICO AGROPECUARIO SILVA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,SILVA,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
0421420,173345,24975681,JOSE SANTOS CHOCANO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,LIRIO,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1059716,173393,26931746,ALIANZA ANDINO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,ALIANZA ANDINO,ALIANZA ANDINO,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1106509,554533,26755514,SERGIO QUIJADA JARA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,PALLALLA,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1059401,173406,24975355,JOSE ANTONIO ENCINAS FRANCO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,LEONCIO PRADO,LLAHUECC,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1060128,173388,22774409,SAN IGNACIO DE LOYOLA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CARRETERA HUANCAVELICA-HUANCAYO S/N,,LAIMINA,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1400829,613820,25452593,CELESTINO MANCHEGO MUÑOZ,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PANTION PAMPA S/N,,PATOJOCHA,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1105865,173374,25875745,JUAN VELASCO ALVARADO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,PUCUTO,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1400845,613863,24974774,ANDRES AVELINO CACERES,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,SAN ISIDRO DE AMPURHUAY,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1314194,251852,25740858,PUEBLOS UNIDOS,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,HUAYLLACCOTO,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1466259,592498,22774654,PEDRO RUIZ GALLO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,ALTO PONGO,ALTO PONGO,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1466267,592484,22774999,JOSE FAUSTINO SANCHEZ CARRION,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,SAN MIGUEL DE PUCCACCOCHA,SAN MIGUEL DE PUCCACCOCHA,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1530666,619563,26040231,SANTIAGO ANGEL DE LA PAZ ANTUNEZ DE MAYOLO GOMERO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,,ALTO ANDINO,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1540277,626714,25283058,ALBERTO BENAVIDES DE LA QUINTANA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,CCOSNIPUQIO,CCOSNIPUQUIO,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1582956,654684,25452003,ALFONSO UGARTE,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,LOS ANDES,PALMIRA,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
1757293,830197,22774247,UNION AMBO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,,UNION AMBO,Rural,Huancavelica,Acoria,UGEL Huancavelica,No aplica,Mañana
0421313,173487,25283139,SANTIAGO ANTUNEZ DE MAYOLO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,IRCUN PAMPA S/N,,CONAYCA,Rural,Huancavelica,Conayca,UGEL Huancavelica,No aplica,Mañana
0637439,173656,22775154,INDOAMERICA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CALLE ALFONZO UGARTE S/N,,CUENCA,Rural,Huancavelica,Cuenca,UGEL Huancavelica,No aplica,Mañana
1106384,173661,24434222,JOSE CARLOS MARIATEGUI,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,JIRON CAJAMARCA S/N,,LUQUIA,Rural,Huancavelica,Cuenca,UGEL Huancavelica,No aplica,Mañana
0525626,173760,25177045,RICARDO PALMA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,JIRON PORVENIR S/N,,HUACHOCOLPA,Rural,Huancavelica,Huachocolpa,UGEL Huancavelica,No aplica,Mañana
1658244,739872,24433986,CIRO ALEGRIA BAZAN,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,YANAUTUTO,YANAUTUTO,Rural,Huancavelica,Huachocolpa,UGEL Huancavelica,No aplica,Mañana
0535419,173883,25283392,SAN FRANCISCO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CALLE PROGRESO S/N,,HUAYLLAHUARA,Rural,Huancavelica,Huayllahuara,UGEL Huancavelica,No aplica,Mañana
0421305,173958,24975843,MANUEL ASCENCIO SEGURA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA ANDRES AVELINO CACERES 485,,TAMBILLO,Rural,Huancavelica,Izcuchaca,UGEL Huancavelica,No aplica,Mañana
0571737,174043,25599535,DOS DE MAYO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA 23 DE JUNIO S/N,,LARIA,Rural,Huancavelica,Laria,UGEL Huancavelica,No aplica,Mañana
0637405,174057,25177381,LOS ANDES,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CALLE AMAZONAS S/N,,SAN JOSE DE BELEN,Rural,Huancavelica,Laria,UGEL Huancavelica,No aplica,Mañana
0551630,174180,26756014,AGUSTO SALAZAR BONDY,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CALLE MICAELA BASTIDAS S/N,,MANTA,Rural,Huancavelica,Manta,UGEL Huancavelica,No aplica,Mañana
1059781,174199,25177460,ANDRES AVELINO CACERES,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PUYTUPAMPA,,CCOROSITOCC,Rural,Huancavelica,Manta,UGEL Huancavelica,No aplica,Mañana
0535013,174222,24974936,DANIEL ALCIDES CARRION,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,QUINTA VILLENA S/N,,MARISCAL CACERES,Rural,Huancavelica,Mariscal Cáceres,UGEL Huancavelica,No aplica,Mañana
0421339,174364,26040078,SAN MIGUEL,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,UMAS S/N,,MOYA,Rural,Huancavelica,Moya,UGEL Huancavelica,No aplica,Mañana
1780295,174340,25283473,36406,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL DE PUTACCA,,PUTACCA,Rural,Huancavelica,Moya,UGEL Huancavelica,No aplica,Mañana
1780303,174298,23984288,36133,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL DE SAN MIGUEL DE QUIÑIRI,,SAN MIGUEL DE QUIÑIRI,Rural,Huancavelica,Moya,UGEL Huancavelica,No aplica,Mañana
0571760,174463,24975924,MANUEL GONZALES PRADA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,JIRON DOS DE MAYO 336,,NUEVO OCCORO,Rural,Huancavelica,Nuevo Occoro,UGEL Huancavelica,No aplica,Mañana
1717651,798772,24434141,CARLOS NORIEGA JIMENEZ,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA 28 DE JULIO S/N,NUEVO OCCORO,OCCORO VIEJO,Rural,Huancavelica,Nuevo Occoro,UGEL Huancavelica,No aplica,Mañana
1764901,862391,24958698,ENRIQUE GUZMAN Y VALLE,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,,TAMBOPATA,Rural,Huancavelica,Nuevo Occoro,UGEL Huancavelica,No aplica,Mañana
0421362,174712,22774328,TUPAC AMARU,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PASAJE INGENIO PAMPA S/N,,PALCA / PALLCA,Rural,Huancavelica,Palca,UGEL Huancavelica,No aplica,Mañana
1059831,174707,24975509,JOSE MARIA ARGUEDAS,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA HUANCAVELICA-HUANCAYO KM 42,,PUTACCA,Rural,Huancavelica,Palca,UGEL Huancavelica,No aplica,Mañana
0747089,174694,25282892,JAVIER HERAUD,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA HUANCAYO S/N,,CONAYCASA,Rural,Huancavelica,Palca,UGEL Huancavelica,No aplica,Mañana
0687764,174774,26768721,ALFONSO UGARTE,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA LOS ANDES S/N,,PILCHACA,Rural,Huancavelica,Pilchaca,UGEL Huancavelica,No aplica,Mañana
0421347,174991,26926221,SAN JUAN BAUTISTA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,VILCA,Rural,Huancavelica,Vilca,UGEL Huancavelica,No aplica,Mañana
0535310,175009,26770033,JULIO CESAR TELLO ROJAS,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CALLE JULIO CESAR TELLO S/N,CAMPANAYOQ,CHUYA,Rural,Huancavelica,Vilca,UGEL Huancavelica,No aplica,Mañana
0551036,175014,25282973,JOSE CARLOS MARIATEGUI,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CARRETERA VILCA - HUANCAYO S/N,,HUANCALPI,Rural,Huancavelica,Vilca,UGEL Huancavelica,No aplica,Mañana
1535657,624003,22604120,CORICOCHA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CORICOCHA S/N,SAN GREGORIO,CORICOCHA,Rural,Huancavelica,Vilca,UGEL Huancavelica,No aplica,Mañana
1780311,174910,25738306,36142,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL DE RIEGOPAMPA,,RIEGOPAMPA,Rural,Huancavelica,Vilca,UGEL Huancavelica,No aplica,Mañana
1780329,174948,23282501,36146,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL DE CAMPO ALEGRE,,CAMPO ALEGRE,Rural,Huancavelica,Vilca,UGEL Huancavelica,No aplica,Mañana
1400092,613066,26164494,JOSE MARIA ARGUEDAS ALTAMIRANO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,CCOLLPACCASA CHOPCCA,CCOLLPACCASA,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1400340,613293,26755697,AGROPECUARIO JOSE ENCINAS FRANCO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,CHACARILLA,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1400399,613330,26929601,JOSE CARLOS MARIATEGUI,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,VILLA PAMPA,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1400407,613354,25282639,DANIEL HERNANDEZ,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,JIRON JOSE GALVEZ S/N,,PALTAMACHAY,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
0552232,175542,24976262,SAN MARTIN DE PORRES,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,YAULI,Urbana,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
0697649,175556,25452674,VICTOR RAUL HAYA DE LA TORRE,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,,CCASAPATA,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
0829754,175561,24974855,ANTONIO RAYMONDI,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,AMBATO,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
0829663,175537,25282711,JOSE OLAYA BALANDRA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,CONDOR HUACHANA,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1058080,175580,25452267,ANDRES AVELINO CACERES,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,DOS DE MAYO S/N,,DOS DE MAYO / CHOPCCA,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1058122,175599,26926300,MARIANO MELGAR VALDIVIESO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,CHUCLLACCASA,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
0430280,175575,24975010,GERMAN CARO RIOS,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,AVENIDA MONTERRICO S/N,,SAN JUAN DE CCARHUACC,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1106145,175617,26428904,ANDRES BELLO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PERU S/N,,CASTILLOPATA,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1106269,175622,25242130,LOS ANGELES DE CCARAHUASA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,LOS ANGELES DE CCARAHUASA,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1059682,175655,26040310,DANIEL ALCIDEZ CARRION,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PARQUE PLAZA PRINCIPAL S/N,,SACHAPITE,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1400142,613170,25177126,FRANCISCO IZQUIERDO RIOS,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CARRETERA HUANCAVELICA LIRCAY S/N,,SANTA ROSA DE PACHACCLLA,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1400001,534856,25453093,JORGE BASADRE GROHMANN,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,ATALLA,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1400225,625917,26932408,JULIO CESAR TELLO,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,CALLE BOLIVAR S/N MZ G LOTE 11,BARRIO MOLLEPAMPA,TACSANA,Urbana,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1059864,176669,25448561,RICARDO PALMA,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,,CHUÑUNAPAMPA,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1314202,251729,26769892,INCAÑAN UCHCUS,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL S/N,,UCHCUS INCAÑAN,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
1420850,570967,22775073,JOSE ABELARDO QUIÑONES GONZALES,Secundaria,Escolarizado,Mixto,Pública de gestión directa,Sector Educación,PLAZA PRINCIPAL,,PANTACHI SUR,Rural,Huancavelica,Yauli,UGEL Huancavelica,No aplica,Mañana
